,단어명,빈도수
1000,강릉,20
1001,당신,20
1002,개막,20
1003,운전,20
1004,주년,20
1005,청산,20
1006,홍준표,20
1007,까닭,20
1008,치료,20
1009,취임,20
1010,면접,20
1011,승객,20
1012,포,20
1013,준비,20
1014,편지,20
1015,명예,20
1016,실패,20
1017,선물,20
1018,간첩,20
1019,신문,20
1020,특,20
1021,권력,20
1022,대한민국,19
1023,정의,19
1024,대가,19
1025,정지,19
1026,셀프,19
1027,교복,19
1028,자연,19
1029,사형,19
1030,결혼,19
1031,유은혜,19
1032,교장,19
1033,지진,19
1034,잘못,19
1035,통과,19
1036,신설,19
1037,구청,19
1038,정상,19
1039,금,19
1040,교회,19
1041,훼손,19
1042,호남,19
1043,일제,19
1044,부당,19
1045,당,19
1046,급증,19
1047,강원도,19
1048,지방의회,19
1049,산재,19
1050,의식,19
1051,고향,19
1052,인명,19
1053,취재,19
1054,해체,19
1055,복원,19
1056,청소노동자,19
1057,주차장,19
1058,친,19
1059,기술,19
1060,전략,19
1061,대형,19
1062,대학생,19
1063,인근,19
1064,무상,19
1065,육아,19
1066,치유,19
1067,철,19
1068,방안,19
1069,법정구속,19
1070,감시,19
1071,대한,19
1072,규탄,19
1073,경찰청,19
1074,정치자금,19
1075,가능성,19
1076,지엠,19
1077,대부분,19
1078,은폐,19
1079,제자,19
1080,지오,19
1081,물폭탄,19
1082,영어,19
1083,창,19
1084,총무,19
1085,승무원,19
1086,현대,19
1087,몰카,19
1088,강요,19
1089,공단,19
1090,리영희,19
1091,하자,18
1092,국장,18
1093,그대로,18
1094,죄송,18
1095,수술,18
1096,남자,18
1097,투자,18
1098,속도,18
1099,경찰관,18
1100,감염,18
1101,마약,18
1102,인구,18
1103,보육,18
1104,경영,18
1105,장기,18
1106,다음,18
1107,권성동,18
1108,대선,18
1109,고용부,18
1110,무더기,18
1111,작가,18
1112,오거돈,18
1113,활용,18
1114,추위,18
1115,과정,18
1116,률,18
1117,구치소,18
1118,공부,18
1119,약속,18
1120,방침,18
1121,합동,18
1122,택배,18
1123,배제,18
1124,그림,18
1125,개최,18
1126,부동산,18
1127,사흘,18
1128,파일,18
1129,군수,18
1130,환,18
1131,경보,18
1132,배우,18
1133,현대차,18
1134,선정,18
1135,행정권,18
1136,의정부,17
1137,상,17
1138,폐기,17
1139,유총,17
1140,홍보,17
1141,무상급식,17
1142,화폐,17
1143,전달,17
1144,세종시,17
1145,자사고,17
1146,뜻,17
1147,왜곡,17
1148,드라마,17
1149,기부,17
1150,대안,17
1151,최악,17
1152,꼭,17
1153,정원,17
1154,분권,17
1155,부담,17
1156,민원,17
1157,심판,17
1158,정상회담,17
1159,내륙,17
1160,용의자,17
1161,음주,17
1162,기금,17
1163,고위,17
1164,관광객,17
1165,예방,17
1166,수상,17
1167,통제,17
1168,영하,17
1169,적폐,17
1170,김지은,17
1171,토요일,17
1172,공간,17
1173,목포,17
1174,거,17
1175,감축,17
1176,대중교통,17
1177,개정안,17
1178,송도,17
1179,심의,17
1180,붕괴,17
1181,복직,17
1182,조계종,17
1183,무산,17
1184,사드,17
1185,유튜버,17
1186,특보,17
1187,장마,17
1188,일가,17
1189,홍대,17
1190,산입,17
1191,당선자,17
1192,성남,16
1193,종교,16
1194,적,16
1195,만취,16
1196,형사,16
1197,청사,16
1198,명예훼손,16
1199,가스,16
1200,방해,16
1201,영,16
1202,반성,16
1203,질,16
1204,공공,16
1205,유소,16
1206,학살,16
1207,언제,16
1208,사학,16
1209,현금,16
1210,인재,16
1211,만,16
1212,축구,16
1213,도시철도,16
1214,약,16
1215,범행,16
1216,승,16
1217,장,16
1218,호소,16
1219,생존자,16
1220,입장,16
1221,정상화,16
1222,명의,16
1223,업자,16
1224,뚝,16
1225,전통,16
1226,구름,16
1227,얼굴,16
1228,하청,16
1229,동물,16
1230,규제,16
1231,강력,16
1232,주변,16
1233,위로,16
1234,포함,16
1235,대란,16
1236,공판,16
1237,환경부,16
1238,항소,16
1239,기회,16
1240,네이버,16
1241,활동가,16
1242,조윤선,16
1243,롯데,16
1244,돼지,16
1245,북상,16
1246,타고,16
1247,생중계,16
1248,연구,16
1249,도민,16
1250,고민,16
1251,교과서,16
1252,관심,16
1253,전화,16
1254,평택,16
1255,열대야,16
