,단어명,빈도수
957,독일,3
958,후끈,3
959,열풍,3
960,노동자,3
961,위협,3
962,버스,3
963,주문,3
964,수산물,3
965,보건,3
966,연내,3
967,보호무역,3
968,술집,3
969,시간제,3
970,섭취,3
971,에어,3
972,위생,3
973,앞장,3
974,도심,3
975,임대료,3
976,차세대,3
977,재난,3
978,주력,3
979,규정,3
980,주춤,3
981,소비자원,3
982,잠재,3
983,현지,3
984,간소화,3
985,국회,3
986,재정,3
987,특정,3
988,제동,3
989,캄보디아,3
990,맥주,3
991,매달,3
992,리더,3
993,보험료,3
994,성장동력,3
995,발굴,3
996,편성,3
997,당분간,3
998,직접투자,3
999,가액,3
1000,알집,3
1001,매트,3
1002,가지,3
1003,시나리오,3
1004,고가,3
1005,고려,3
1006,스쿨,3
1007,소셜,3
1008,계기,3
1009,신용등급,3
1010,시즌,3
1011,빈곤층,3
1012,주거,3
1013,모색,3
1014,이사회,3
1015,참석,3
1016,분야,3
1017,교류,3
1018,직급,3
1019,선호,3
1020,꼼수,3
1021,고급,3
1022,보전,3
1023,품질,3
1024,매수,3
1025,폭리,3
1026,동행,3
1027,조성,3
1028,현직,3
1029,여명,3
1030,알뜰폰,3
1031,반성,3
1032,국민은행,3
1033,이드,3
1034,전기차,3
1035,전면,3
1036,엔진,3
1037,경쟁력,3
1038,주도,3
1039,유착,3
1040,선위,3
1041,입국,3
1042,주년,3
1043,스페셜,3
1044,우산,3
1045,폐쇄,3
1046,세로,3
1047,건의,3
1048,기부,3
1049,드라이브,3
1050,마감,3
1051,세탁기,3
1052,수도권,3
1053,아마존,3
1054,급락,3
1055,인력,3
1056,해체,3
1057,과정,3
1058,순환,3
1059,원화,3
1060,승자,3
1061,고비,3
1062,출발,3
1063,황창규,3
1064,담배,3
1065,연기,3
1066,코스,3
1067,해수부,3
1068,설립,3
1069,남아,3
1070,한반도,3
1071,도움,3
1072,공모전,3
1073,축제,3
1074,돼지,3
1075,충격,3
1076,취약,3
1077,청년실업,3
1078,네이처,3
1079,어성초,3
1080,완판,3
1081,하츠,3
1082,가로,3
1083,박차,3
1084,연장,3
1085,알바,3
1086,절벽,3
1087,부처,3
1088,국적,3
1089,수거,3
1090,해당,3
1091,점심,3
1092,내달,3
1093,교통비,3
1094,모든,3
1095,참가,3
1096,잡음,3
1097,목소리,3
1098,반영,3
1099,투명,3
1100,차지,3
1101,일제,3
1102,안마,3
1103,주인,3
1104,상승세,3
1105,시민,3
1106,농부,3
1107,비데,3
1108,콜러,3
1109,컨트롤,3
1110,오션,3
1111,채권,3
1112,유한킴벌리,3
1113,공헌,3
1114,흐름,3
1115,미달,3
1116,파트너,3
1117,항공사,3
1118,하위,3
1119,가스,3
1120,기구,3
1121,테마,3
1122,위메프,3
1123,월드,3
1124,고속도로,3
1125,뉴욕,3
1126,매장,3
1127,연차,3
1128,통합,3
1129,임명,3
1130,제로,3
1131,허용,3
1132,매매,3
1133,파문,3
1134,단독,3
1135,발목,3
1136,기조,3
1137,코앞,3
1138,홈페이지,3
1139,얼굴,3
1140,운동,3
1141,과학,3
1142,연구소,3
1143,메시지,3
1144,공제,3
1145,다이어트,3
1146,터미널,3
1147,기아차,3
1148,최신,3
1149,성적,3
1150,소환,3
1151,신축,3
1152,가중,3
1153,소상,3
1154,선착순,3
1155,최저임금법,3
1156,정상,3
1157,이스,3
1158,팝업,3
1159,대림,3
1160,해지,3
1161,채소,3
1162,유류,3
1163,체감,3
1164,점유,3
1165,부총리,3
1166,생리,3
1167,비상,3
1168,한화,3
1169,찬성,3
1170,갈림길,3
1171,글쎄,3
1172,화재,3
1173,대형,3
