,경제단어
3201,"('한국판', 2)"
3202,"('부풀리기', 2)"
3203,"('반값', 2)"
3204,"('고혈압', 2)"
3205,"('아프리카', 2)"
3206,"('올레', 2)"
3207,"('직권', 2)"
3208,"('리용', 2)"
3209,"('그림자', 2)"
3210,"('웃', 2)"
3211,"('열람', 2)"
3212,"('과외', 2)"
3213,"('덕담', 2)"
3214,"('졸속', 2)"
3215,"('겨눈', 2)"
3216,"('코픽스', 2)"
3217,"('연동', 2)"
3218,"('축산', 2)"
3219,"('귀성', 2)"
3220,"('공적', 2)"
3221,"('심야', 2)"
3222,"('사면', 2)"
3223,"('혼선', 2)"
3224,"('보좌', 2)"
3225,"('수행', 2)"
3226,"('의총', 2)"
3227,"('보사', 2)"
3228,"('벼랑', 2)"
3229,"('숨바꼭질', 2)"
3230,"('쉬', 2)"
3231,"('울상', 2)"
3232,"('강소기업', 2)"
3233,"('신재생에너지', 2)"
3234,"('인자', 2)"
3235,"('위성', 2)"
3236,"('구상', 2)"
3237,"('클럽', 2)"
3238,"('과표', 2)"
3239,"('세종', 2)"
3240,"('장착', 2)"
3241,"('남해', 2)"
3242,"('반려동물', 2)"
3243,"('고사', 2)"
3244,"('집사', 2)"
3245,"('거듭', 2)"
3246,"('려면', 2)"
3247,"('벌집', 2)"
3248,"('빈', 2)"
3249,"('겹', 2)"
3250,"('시각', 2)"
3251,"('독식', 2)"
3252,"('수립', 2)"
3253,"('서기', 2)"
3254,"('밀어내기', 2)"
3255,"('격리', 2)"
3256,"('메르스', 2)"
3257,"('기기', 2)"
3258,"('제어', 2)"
3259,"('질서', 2)"
3260,"('빵빵', 2)"
3261,"('메르코수르', 2)"
3262,"('맥', 2)"
3263,"('탈바꿈', 2)"
3264,"('종합병원', 2)"
3265,"('객', 2)"
3266,"('배려', 2)"
3267,"('토론토', 2)"
3268,"('확진', 2)"
3269,"('접촉', 2)"
3270,"('솔루션', 2)"
3271,"('유사', 2)"
3272,"('직영', 2)"
3273,"('꼴', 2)"
3274,"('고요', 2)"
3275,"('아인', 2)"
3276,"('애비뉴', 2)"
3277,"('외투', 2)"
3278,"('살림', 2)"
3279,"('바이러스', 2)"
3280,"('문화재단', 2)"
3281,"('주변', 2)"
3282,"('두번째', 2)"
3283,"('아차', 2)"
3284,"('과소', 2)"
3285,"('추계', 2)"
3286,"('소주', 2)"
3287,"('대해', 2)"
3288,"('류', 2)"
3289,"('국민총소득', 2)"
3290,"('재활용', 2)"
3291,"('필름', 2)"
3292,"('검침', 2)"
3293,"('보이', 2)"
3294,"('마법', 2)"
3295,"('방학', 2)"
3296,"('접근', 2)"
3297,"('팸', 2)"
3298,"('냉장고', 2)"
3299,"('세탁', 2)"
3300,"('위축', 2)"
3301,"('하강', 2)"
3302,"('국면', 2)"
3303,"('후임', 2)"
3304,"('부지', 2)"
3305,"('폐기', 2)"
3306,"('박물관', 2)"
3307,"('경질', 2)"
3308,"('이상은', 2)"
3309,"('틈', 2)"
3310,"('경제력', 2)"
3311,"('증여세', 2)"
3312,"('봉', 2)"
3313,"('패션', 2)"
3314,"('송파', 2)"
3315,"('화성', 2)"
3316,"('동탄', 2)"
3317,"('국제공항', 2)"
3318,"('신라', 2)"
3319,"('실물', 2)"
3320,"('기조', 2)"
3321,"('시민사회', 2)"
3322,"('일관', 2)"
3323,"('수십', 2)"
3324,"('해석', 2)"
3325,"('일환', 2)"
3326,"('세액', 2)"
3327,"('체육', 2)"
3328,"('워크아웃', 2)"
3329,"('사인', 2)"
3330,"('아세안', 2)"
3331,"('투기지역', 2)"
3332,"('차원', 2)"
3333,"('콘', 2)"
3334,"('효율', 2)"
3335,"('최종현', 2)"
3336,"('항소심', 2)"
3337,"('졸', 2)"
3338,"('추억', 2)"
3339,"('숙박업', 2)"
3340,"('동기', 2)"
3341,"('스케', 2)"
3342,"('월드', 2)"
3343,"('오버', 2)"
3344,"('보루', 2)"
3345,"('충남', 2)"
3346,"('합계출산율', 2)"
3347,"('찾기', 2)"
3348,"('저널리즘', 2)"
3349,"('무분별', 2)"
3350,"('합류', 2)"
3351,"('뮤직', 2)"
3352,"('기획', 2)"
3353,"('애경', 2)"
3354,"('추격자', 2)"
3355,"('발효', 2)"
3356,"('원산지', 2)"
3357,"('어르신', 2)"
3358,"('식탁', 2)"
3359,"('장하', 2)"
3360,"('주류', 2)"
3361,"('비법', 2)"
3362,"('순수', 2)"
3363,"('이보', 2)"
3364,"('친구', 2)"
3365,"('단기간', 2)"
3366,"('도우미', 2)"
3367,"('우유', 2)"
3368,"('차지', 2)"
3369,"('원자력', 2)"
3370,"('학회', 2)"
3371,"('뻔', 2)"
3372,"('미주', 2)"
3373,"('반성', 2)"
3374,"('적절', 2)"
3375,"('착시', 2)"
3376,"('여기', 2)"
3377,"('열대어', 2)"
3378,"('고사리', 2)"
3379,"('어탕', 2)"
3380,"('테스트', 2)"
3381,"('난제', 2)"
3382,"('동성', 2)"
3383,"('올여름', 2)"
3384,"('독립', 2)"
3385,"('짝퉁', 2)"
3386,"('입법', 2)"
3387,"('월성', 2)"
3388,"('반년', 2)"
3389,"('벌이', 2)"
3390,"('진행', 2)"
3391,"('양성', 2)"
3392,"('산학', 2)"
3393,"('직립', 2)"
3394,"('농림', 2)"
3395,"('양양', 2)"
3396,"('열차', 2)"
3397,"('예매', 2)"
3398,"('가게', 2)"
3399,"('신생', 2)"
3400,"('여행자', 2)"
3401,"('위장', 2)"
3402,"('상징', 2)"
3403,"('공헌', 2)"
3404,"('짝', 2)"
3405,"('고도화', 2)"
3406,"('부가세', 2)"
3407,"('옷', 2)"
3408,"('말귀', 2)"
3409,"('러시', 2)"
3410,"('밀수입', 2)"
3411,"('본질', 2)"
3412,"('충성', 2)"
3413,"('가속', 2)"
3414,"('여력', 2)"
3415,"('쓴소리', 2)"
3416,"('쏘나타', 2)"
3417,"('믹스', 2)"
3418,"('범법', 2)"
3419,"('구걸', 2)"
3420,"('은폐', 2)"
3421,"('물이', 2)"
3422,"('플러스', 2)"
3423,"('얼', 2)"
3424,"('공약', 2)"
3425,"('약사', 2)"
3426,"('동화', 2)"
3427,"('경제활동', 2)"
3428,"('패권', 2)"
3429,"('전이', 2)"
3430,"('일만', 2)"
3431,"('금융투자', 2)"
3432,"('컨설팅', 2)"
3433,"('정밀', 2)"
3434,"('담당자', 2)"
3435,"('급파', 2)"
3436,"('극성', 2)"
3437,"('사명', 2)"
3438,"('구원투수', 2)"
3439,"('초청', 2)"
3440,"('당부', 2)"
3441,"('이례', 2)"
3442,"('특별법', 2)"
3443,"('원천', 2)"
3444,"('질환', 2)"
3445,"('좌초', 2)"
3446,"('스몸비', 2)"
3447,"('매력', 2)"
3448,"('눈앞', 2)"
3449,"('포퓰리즘', 2)"
3450,"('반짝', 2)"
3451,"('컨트롤', 2)"
3452,"('조직개편', 2)"
3453,"('강구', 2)"
3454,"('아이스', 2)"
3455,"('린지', 2)"
3456,"('직불', 2)"
3457,"('인식', 2)"
3458,"('뒷말', 2)"
3459,"('당류', 2)"
3460,"('범벅', 2)"
3461,"('공기', 2)"
3462,"('집행', 2)"
3463,"('네', 2)"
3464,"('구애', 2)"
3465,"('계절', 2)"
3466,"('병행', 2)"
3467,"('보전', 2)"
3468,"('저항', 2)"
3469,"('해진', 2)"
3470,"('레이', 2)"
3471,"('융자', 2)"
3472,"('낭비', 2)"
3473,"('청탁', 2)"
3474,"('대사', 2)"
3475,"('마', 2)"
3476,"('이륙', 2)"
3477,"('한돌', 2)"
3478,"('열흘', 2)"
3479,"('영업정지', 2)"
3480,"('보류', 2)"
3481,"('넉', 2)"
3482,"('조준', 2)"
3483,"('데이', 2)"
3484,"('순이익', 2)"
3485,"('채비', 2)"
3486,"('빨대', 2)"
3487,"('둘', 2)"
3488,"('인삼공사', 2)"
3489,"('레이스', 2)"
3490,"('컵', 2)"
3491,"('둔갑', 2)"
3492,"('장하준', 2)"
3493,"('스페이스', 2)"
3494,"('로그인', 2)"
3495,"('안녕', 2)"
3496,"('오해', 2)"
3497,"('승격', 2)"
3498,"('상공', 2)"
3499,"('최저임금법', 2)"
3500,"('토', 2)"
3501,"('마크', 2)"
3502,"('탄생', 2)"
3503,"('과로', 2)"
3504,"('마이크로', 2)"
3505,"('투', 2)"
3506,"('트랙', 2)"
3507,"('박정희', 2)"
3508,"('구두', 2)"
3509,"('다생', 2)"
3510,"('장세', 2)"
3511,"('마블', 2)"
3512,"('유위', 2)"
3513,"('니아', 2)"
3514,"('재탕', 2)"
3515,"('배후', 2)"
3516,"('뒷받침', 2)"
3517,"('진작', 2)"
3518,"('이모티콘', 2)"
3519,"('지식인', 2)"
3520,"('사각', 2)"
3521,"('지대', 2)"
3522,"('혼합형', 2)"
3523,"('기업가', 2)"
3524,"('서해안', 2)"
3525,"('파손', 2)"
3526,"('간부', 2)"
3527,"('한자리', 2)"
3528,"('질병', 2)"
3529,"('올린다', 2)"
3530,"('폭력', 2)"
3531,"('상상', 2)"
3532,"('일용직', 2)"
3533,"('아이스크림', 2)"
3534,"('시니어', 2)"
3535,"('역시', 2)"
3536,"('알맹이', 2)"
3537,"('역차별', 2)"
3538,"('수렴', 2)"
3539,"('방조', 2)"
3540,"('좌석', 2)"
3541,"('스탬프', 2)"
3542,"('홀딩스', 2)"
3543,"('기억', 2)"
3544,"('닮은꼴', 2)"
3545,"('업법', 2)"
3546,"('수자원공사', 2)"
3547,"('중지', 2)"
3548,"('조명', 2)"
3549,"('치안', 2)"
3550,"('수정', 2)"
3551,"('세기', 2)"
3552,"('큰일', 2)"
3553,"('비공식', 2)"
3554,"('눈물', 2)"
3555,"('선고', 2)"
3556,"('만큼', 2)"
3557,"('입건', 2)"
3558,"('끝내', 2)"
3559,"('숲', 2)"
3560,"('범', 2)"
3561,"('민감', 2)"
3562,"('깨알', 2)"
3563,"('운', 2)"
3564,"('전횡', 2)"
3565,"('시인', 2)"
3566,"('경북', 2)"
3567,"('금융업', 2)"
3568,"('전형', 2)"
3569,"('불법행위', 2)"
3570,"('집무실', 2)"
3571,"('축하', 2)"
3572,"('무늬', 2)"
3573,"('상호', 2)"
3574,"('초고', 2)"
3575,"('선불', 2)"
3576,"('이재현', 2)"
3577,"('한국인', 2)"
3578,"('뒷걸음', 2)"
3579,"('헌재', 2)"
3580,"('후분', 2)"
3581,"('나비효과', 2)"
3582,"('종지부', 2)"
3583,"('두께', 2)"
3584,"('크루그먼', 2)"
3585,"('감성', 2)"
3586,"('강사', 2)"
3587,"('대량', 2)"
3588,"('레미콘', 2)"
3589,"('의장', 2)"
3590,"('카페', 2)"
3591,"('급전', 2)"
3592,"('유레카', 2)"
3593,"('다양성', 2)"
3594,"('우리나라', 2)"
3595,"('코엑스', 2)"
3596,"('싱큐', 2)"
3597,"('희소', 2)"
3598,"('독서', 2)"
3599,"('먹거리', 2)"
3600,"('엔지니어', 2)"
3601,"('실업자', 2)"
3602,"('먹기', 2)"
3603,"('캐슬', 2)"
3604,"('가까이', 2)"
3605,"('다이소', 2)"
3606,"('버블', 2)"
3607,"('칼텍스', 2)"
3608,"('도록', 2)"
3609,"('꼽', 2)"
3610,"('재원', 2)"
3611,"('분사', 2)"
3612,"('게이트', 2)"
3613,"('지시', 2)"
3614,"('권혁', 2)"
3615,"('적폐', 2)"
3616,"('지하', 2)"
3617,"('주차장', 2)"
3618,"('해양', 2)"
3619,"('운반', 2)"
3620,"('국부', 2)"
3621,"('축구', 2)"
3622,"('배열', 2)"
3623,"('벨트', 2)"
3624,"('맨몸', 2)"
3625,"('초등생', 2)"
3626,"('도어', 2)"
3627,"('작일', 2)"
3628,"('사무', 2)"
3629,"('다중', 2)"
3630,"('불만족', 2)"
3631,"('자진사퇴', 2)"
3632,"('승기', 2)"
3633,"('소공', 2)"
3634,"('야당', 2)"
3635,"('송', 2)"
3636,"('네이처', 2)"
3637,"('주가조작', 2)"
3638,"('번영', 2)"
3639,"('불어', 2)"
3640,"('방사', 2)"
3641,"('능', 2)"
3642,"('시카고', 2)"
3643,"('최후', 2)"
3644,"('그냥', 2)"
3645,"('김형', 2)"
3646,"('전반', 2)"
3647,"('흐름', 2)"
3648,"('반려', 2)"
3649,"('만장일치', 2)"
3650,"('와이파이', 2)"
3651,"('덕', 2)"
3652,"('향상', 2)"
3653,"('쌍끌이', 2)"
3654,"('기자', 2)"
3655,"('집합', 2)"
3656,"('시험대', 2)"
3657,"('피시', 2)"
3658,"('중순', 2)"
3659,"('터널', 2)"
3660,"('이견', 2)"
3661,"('영상통화', 2)"
3662,"('자진', 2)"
3663,"('성별', 2)"
3664,"('환원', 2)"
3665,"('드라마', 2)"
3666,"('가중', 2)"
3667,"('골드만삭스', 2)"
3668,"('차입', 2)"
3669,"('렌즈', 2)"
3670,"('주스', 2)"
3671,"('숙박', 2)"
3672,"('요리', 2)"
3673,"('회사채', 2)"
3674,"('전전긍긍', 2)"
3675,"('운임', 2)"
3676,"('한겨레', 2)"
3677,"('호암상', 2)"
3678,"('다수', 2)"
3679,"('즉각', 2)"
3680,"('반박', 2)"
3681,"('베스트', 2)"
3682,"('결의', 2)"
3683,"('몸집', 2)"
3684,"('휴대', 2)"
3685,"('바리스타', 2)"
3686,"('와인', 2)"
3687,"('케미칼', 2)"
3688,"('패키지', 2)"
3689,"('그리드', 2)"
3690,"('유엔', 2)"
3691,"('불황', 2)"
3692,"('노래방', 2)"
3693,"('관광객', 2)"
3694,"('슈퍼카', 2)"
3695,"('식별', 2)"
3696,"('위층', 2)"
3697,"('철강업', 2)"
3698,"('예스', 2)"
3699,"('모피아', 2)"
3700,"('재료', 2)"
3701,"('내주', 2)"
3702,"('경쟁률', 2)"
3703,"('환노위', 2)"
3704,"('도주', 2)"
3705,"('박현주', 2)"
3706,"('효자', 2)"
3707,"('인테리어', 2)"
3708,"('판촉', 2)"
3709,"('조속', 2)"
3710,"('연도', 2)"
3711,"('스파크', 2)"
3712,"('기증', 2)"
3713,"('한세상', 2)"
3714,"('대전', 2)"
3715,"('에코', 2)"
3716,"('흑석', 2)"
3717,"('목돈', 2)"
3718,"('영', 2)"
3719,"('사관', 2)"
3720,"('해태', 2)"
3721,"('무면허', 2)"
3722,"('비공개', 2)"
3723,"('촛불', 2)"
3724,"('조원태', 2)"
3725,"('직책', 2)"
3726,"('뒷북', 2)"
3727,"('유보', 2)"
3728,"('마감', 2)"
3729,"('킹건', 2)"
3730,"('팔찌', 2)"
3731,"('번지', 2)"
3732,"('대선', 2)"
3733,"('톤', 2)"
3734,"('임지원', 2)"
3735,"('매파', 2)"
3736,"('용액', 2)"
3737,"('박창진', 2)"
3738,"('사무장', 2)"
3739,"('석상', 2)"
3740,"('탁씨', 2)"
3741,"('정말', 2)"
3742,"('하이브리드', 2)"
3743,"('제일모직', 2)"
3744,"('금투협', 2)"
3745,"('클리오', 2)"
3746,"('신격호', 2)"
3747,"('명예', 2)"
3748,"('추', 2)"
3749,"('강병구', 2)"
3750,"('공론', 2)"
3751,"('비도', 2)"
3752,"('향후', 2)"
3753,"('및', 2)"
3754,"('훈장', 2)"
3755,"('거수기', 2)"
3756,"('쏙', 2)"
3757,"('사위', 2)"
3758,"('성경제', 2)"
3759,"('수습', 2)"
3760,"('중독', 2)"
3761,"('통장', 2)"
3762,"('마스터', 2)"
3763,"('현재', 2)"
3764,"('한중일', 2)"
3765,"('도쿄', 2)"
3766,"('번호판', 2)"
3767,"('성숙', 2)"
3768,"('래미안', 2)"
3769,"('자기', 2)"
3770,"('에버랜드', 2)"
3771,"('쓱', 2)"
3772,"('하임', 2)"
3773,"('캡스', 2)"
3774,"('직접투자', 2)"
3775,"('은밀', 2)"
3776,"('소니', 2)"
3777,"('고백', 2)"
3778,"('여객선', 2)"
3779,"('부인', 2)"
3780,"('병기', 2)"
3781,"('뇌관', 2)"
3782,"('선전', 2)"
3783,"('수면', 2)"
3784,"('셈', 2)"
3785,"('라운드', 2)"
3786,"('센티', 2)"
3787,"('박', 2)"
3788,"('실현', 2)"
3789,"('투표제', 2)"
3790,"('도시가스', 2)"
3791,"('찬반', 2)"
3792,"('볕', 2)"
3793,"('단절', 2)"
3794,"('드', 2)"
3795,"('기운', 2)"
3796,"('스카이', 2)"
3797,"('환호', 2)"
3798,"('장지', 2)"
3799,"('김유찬', 2)"
3800,"('외화', 2)"
3801,"('송구', 2)"
3802,"('프리랜서', 2)"
3803,"('물품', 2)"
3804,"('확약', 2)"
3805,"('격돌', 2)"
3806,"('녀', 2)"
3807,"('보금자리', 2)"
3808,"('변수', 2)"
3809,"('파란', 2)"
3810,"('매뉴얼', 2)"
3811,"('포탈', 2)"
3812,"('준법', 2)"
3813,"('관행', 2)"
3814,"('저조', 2)"
3815,"('정리', 2)"
3816,"('공대', 2)"
3817,"('최강', 2)"
3818,"('마곡', 2)"
3819,"('어제', 2)"
3820,"('이임', 2)"
3821,"('기본소득', 2)"
3822,"('폭언', 2)"
3823,"('정황', 2)"
3824,"('문서', 2)"
3825,"('김용환', 2)"
3826,"('피하', 2)"
3827,"('미국인', 2)"
3828,"('이동걸', 2)"
3829,"('기한', 2)"
3830,"('생애', 2)"
3831,"('그날', 2)"
3832,"('고정', 2)"
3833,"('원', 2)"
3834,"('김승연', 2)"
3835,"('다가', 2)"
3836,"('손님', 2)"
3837,"('컴퓨터', 2)"
3838,"('낙마', 2)"
3839,"('뭉칫돈', 2)"
3840,"('추경안', 2)"
3841,"('저커버그', 2)"
3842,"('로남불', 2)"
3843,"('지옥', 2)"
3844,"('앤', 2)"
3845,"('변호사', 2)"
3846,"('선수', 2)"
3847,"('목적지', 2)"
3848,"('물벼락', 2)"
3849,"('사과문', 2)"
3850,"('유정', 2)"
3851,"('인스타', 2)"
3852,"('인명', 2)"
3853,"('화두', 2)"
3854,"('므누신', 2)"
3855,"('영리', 2)"
3856,"('미혼', 2)"
3857,"('상공회의소', 2)"
3858,"('정면', 2)"
3859,"('지멘스', 2)"
3860,"('베', 2)"
3861,"('네덜란드', 2)"
3862,"('존폐', 2)"
3863,"('농축', 2)"
3864,"('위치', 2)"
3865,"('룰', 2)"
3866,"('닷', 2)"
3867,"('외교', 2)"
3868,"('중개', 2)"
3869,"('그대로', 2)"
3870,"('방아쇠', 2)"
3871,"('프로야구', 2)"
3872,"('심판', 2)"
3873,"('석방', 2)"
3874,"('마치', 2)"
3875,"('어닝', 2)"
3876,"('서프라이즈', 2)"
3877,"('정산', 2)"
3878,"('연수', 2)"
3879,"('장밋빛', 2)"
3880,"('끌', 2)"
3881,"('존재', 2)"
3882,"('보라카이', 2)"
3883,"('척', 2)"
3884,"('구체화', 2)"
3885,"('전역', 2)"
3886,"('유한킴벌리', 2)"
3887,"('편견', 2)"
3888,"('배신', 2)"
3889,"('차관', 2)"
3890,"('정위', 2)"
3891,"('연기', 2)"
3892,"('조언', 2)"
3893,"('반칙왕', 2)"
3894,"('유족', 2)"
3895,"('서산', 2)"
3896,"('권평오', 2)"
3897,"('억제', 2)"
3898,"('가속도', 2)"
3899,"('낮', 2)"
3900,"('돌출', 2)"
3901,"('드라이브', 2)"
3902,"('진의', 2)"
3903,"('별개', 2)"
3904,"('취득', 2)"
3905,"('해프닝', 2)"
3906,"('델타', 2)"
3907,"('매직', 2)"
3908,"('기공식', 2)"
3909,"('몰래', 2)"
3910,"('시점', 2)"
3911,"('점포', 2)"
3912,"('이벤트', 2)"
3913,"('달안', 2)"
3914,"('체크카드', 2)"
3915,"('아바타', 2)"
3916,"('솔솔', 2)"
3917,"('손보', 2)"
3918,"('나랏돈', 2)"
3919,"('항상', 2)"
3920,"('농', 2)"
3921,"('업그레이드', 2)"
3922,"('해수부', 2)"
3923,"('유도', 2)"
3924,"('무난', 2)"
3925,"('옥상', 2)"
3926,"('초당', 2)"
3927,"('응시', 2)"
3928,"('건수', 2)"
3929,"('보잉', 2)"
3930,"('금값', 2)"
3931,"('가점', 2)"
3932,"('혁연', 2)"
3933,"('금호아시아나', 2)"
3934,"('에어백', 2)"
3935,"('시절', 2)"
3936,"('옥션', 2)"
3937,"('미정', 2)"
3938,"('리나', 2)"
3939,"('욕', 2)"
3940,"('성과급', 2)"
3941,"('초임', 2)"
3942,"('농성', 2)"
3943,"('토요타', 2)"
3944,"('차명주', 2)"
3945,"('각축', 2)"
3946,"('턱걸이', 2)"
3947,"('두산엔진', 2)"
3948,"('시어스', 2)"
3949,"('다한', 2)"
3950,"('테이블', 2)"
3951,"('브루', 2)"
3952,"('확충', 2)"
3953,"('하이트진로', 2)"
3954,"('신선', 2)"
3955,"('외국어', 2)"
3956,"('번역', 2)"
3957,"('어린이집', 2)"
3958,"('홀로그램', 2)"
3959,"('방이', 2)"
3960,"('무조건', 2)"
3961,"('정치인', 2)"
3962,"('납', 2)"
3963,"('조세회피', 2)"
3964,"('물납', 2)"
3965,"('선수단', 2)"
3966,"('영미', 2)"
3967,"('이해진', 2)"
3968,"('티웨이항공', 2)"
3969,"('항공우주', 2)"
3970,"('씨제이', 2)"
3971,"('추대', 2)"
3972,"('난항', 2)"
3973,"('출자전환', 2)"
3974,"('천하', 2)"
3975,"('학습', 2)"
3976,"('기소', 2)"
3977,"('거꾸로', 2)"
3978,"('개항', 2)"
3979,"('박상희', 2)"
3980,"('불발', 2)"
3981,"('재기', 2)"
3982,"('릴레이', 2)"
3983,"('생계비', 2)"
3984,"('마스코트', 2)"
3985,"('다비', 2)"
3986,"('화제', 2)"
3987,"('금물', 2)"
3988,"('손해', 2)"
3989,"('스키', 2)"
3990,"('사법', 2)"
3991,"('동아전람', 2)"
3992,"('콜센터', 2)"
3993,"('쇠고기', 2)"
3994,"('어서', 2)"
3995,"('신협', 2)"
3996,"('가운데', 2)"
3997,"('고무', 2)"
3998,"('직도', 2)"
3999,"('집행유예', 2)"
4000,"('셀트리온', 2)"
4001,"('권용', 2)"
4002,"('한정', 2)"
4003,"('탑승객', 2)"
4004,"('독과점', 2)"
4005,"('편집국', 2)"
4006,"('박현', 2)"
4007,"('방지법', 2)"
4008,"('개봉역', 2)"
4009,"('레빌', 2)"
4010,"('레우스', 2)"
4011,"('기사도', 2)"
4012,"('우르르', 2)"
4013,"('고래', 2)"
4014,"('액면가', 2)"
4015,"('목동', 2)"
4016,"('논란중', 2)"
4017,"('유영민', 2)"
4018,"('연한', 2)"
4019,"('제소', 2)"
4020,"('원년', 2)"
4021,"('리튬배터리', 2)"
4022,"('내장', 2)"
4023,"('온라인쇼핑', 2)"
4024,"('존경', 2)"
4025,"('건축', 2)"
4026,"('태국', 2)"
4027,"('대교', 2)"
4028,"('체적', 2)"
4029,"('자고', 2)"
4030,"('타당', 2)"
4031,"('앞장', 2)"
4032,"('입증', 2)"
4033,"('사이드카', 2)"
4034,"('군사', 2)"
4035,"('박상기', 2)"
4036,"('신년인사', 2)"
4037,"('황', 2)"
4038,"('전시관', 2)"
4039,"('결심', 2)"
4040,"('달걀', 2)"
4041,"('성문', 2)"
4042,"('시리즈', 1)"
4043,"('변죽', 1)"
4044,"('리다', 1)"
4045,"('실기', 1)"
4046,"('프롭', 1)"
4047,"('꼬리표', 1)"
4048,"('커넥티드카', 1)"
4049,"('이착륙', 1)"
4050,"('금본위제', 1)"
4051,"('새우깡', 1)"
4052,"('자갈치', 1)"
4053,"('꽈배기', 1)"
4054,"('몸값', 1)"
4055,"('마술', 1)"
4056,"('분율', 1)"
4057,"('무전기', 1)"
4058,"('웹하드', 1)"
4059,"('제구실', 1)"
4060,"('기분', 1)"
4061,"('건가', 1)"
4062,"('뇌졸중', 1)"
4063,"('정점', 1)"
4064,"('나노', 1)"
4065,"('서포터', 1)"
4066,"('삼각김밥', 1)"
4067,"('샌드위치', 1)"
4068,"('다홍', 1)"
4069,"('호가', 1)"
4070,"('단정', 1)"
4071,"('개팀', 1)"
4072,"('봉사', 1)"
4073,"('크기', 1)"
4074,"('굼뜨', 1)"
4075,"('움직임', 1)"
4076,"('김수현', 1)"
4077,"('상장폐지', 1)"
4078,"('적격대출', 1)"
4079,"('양진호', 1)"
4080,"('퇴사', 1)"
4081,"('무색', 1)"
4082,"('무취', 1)"
4083,"('러브콜', 1)"
4084,"('스타일', 1)"
4085,"('산통', 1)"
4086,"('난국', 1)"
4087,"('통큰', 1)"
4088,"('리더십', 1)"
4089,"('그린북', 1)"
4090,"('역자', 1)"
4091,"('지구력', 1)"
4092,"('액션', 1)"
4093,"('캠', 1)"
4094,"('손태', 1)"
4095,"('겸임', 1)"
4096,"('음극', 1)"
4097,"('인권위', 1)"
4098,"('명퇴', 1)"
4099,"('제한정책', 1)"
4100,"('도시바', 1)"
4101,"('뉴젠', 1)"
4102,"('김택진', 1)"
4103,"('블소', 1)"
4104,"('후속작', 1)"
4105,"('페스티벌', 1)"
4106,"('급사', 1)"
4107,"('근원', 1)"
4108,"('스티커', 1)"
4109,"('달달', 1)"
4110,"('함', 1)"
4111,"('던킨', 1)"
4112,"('일리', 1)"
4113,"('매가', 1)"
4114,"('화재원인', 1)"
4115,"('스무살', 1)"
4116,"('아이쿱', 1)"
4117,"('뭉치', 1)"
4118,"('미스터', 1)"
4119,"('선샤인', 1)"
4120,"('칸막이', 1)"
4121,"('허문', 1)"
4122,"('김장', 1)"
4123,"('노년', 1)"
4124,"('주부', 1)"
4125,"('수상자', 1)"
4126,"('랩', 1)"
4127,"('특별상', 1)"
4128,"('편리', 1)"
4129,"('일률', 1)"
4130,"('밸브', 1)"
4131,"('오', 1)"
4132,"('외지', 1)"
4133,"('헌법소원', 1)"
4134,"('블루', 1)"
4135,"('보틀', 1)"
4136,"('성수동', 1)"
4137,"('밑돈', 1)"
4138,"('커머스', 1)"
4139,"('홍은택', 1)"
4140,"('이익공유제', 1)"
4141,"('면봉', 1)"
4142,"('영석', 1)"
4143,"('삼현', 1)"
4144,"('전사', 1)"
4145,"('려족', 1)"
4146,"('지에스', 1)"
4147,"('동물농장', 1)"
4148,"('한우', 1)"
4149,"('어법', 1)"
4150,"('방해', 1)"
4151,"('곽윤섭', 1)"
4152,"('멸종', 1)"
4153,"('타협', 1)"
4154,"('벌', 1)"
4155,"('빅딜', 1)"
4156,"('공차', 1)"
4157,"('웹쇼핑', 1)"
4158,"('연하', 1)"
4159,"('픽', 1)"
4160,"('기술이전', 1)"
4161,"('얀', 1)"
4162,"('폐암', 1)"
4163,"('백', 1)"
4164,"('농민', 1)"
4165,"('건보', 1)"
4166,"('배소', 1)"
4167,"('남산', 1)"
4168,"('만초천', 1)"
4169,"('기우제', 1)"
4170,"('흔적', 1)"
4171,"('특이', 1)"
4172,"('패턴', 1)"
4173,"('화포', 1)"
4174,"('단비', 1)"
4175,"('서면', 1)"
4176,"('정서', 1)"
4177,"('비대', 1)"
4178,"('이정표', 1)"
4179,"('자금난', 1)"
4180,"('라이브', 1)"
4181,"('잡기', 1)"
4182,"('휴전', 1)"
4183,"('무상교육', 1)"
4184,"('보태', 1)"
4185,"('회계사', 1)"
4186,"('마무리', 1)"
4187,"('금단', 1)"
4188,"('용산기지', 1)"
4189,"('복지로', 1)"
4190,"('오이', 1)"
4191,"('시디', 1)"
4192,"('제출', 1)"
4193,"('직불제', 1)"
4194,"('밀당', 1)"
4195,"('대쟁', 1)"
4196,"('화물자동차', 1)"
4197,"('포상', 1)"
4198,"('양자화', 1)"
4199,"('승리', 1)"
4200,"('모습', 1)"
4201,"('미온', 1)"
4202,"('삼익', 1)"
4203,"('이재환', 1)"
4204,"('원목', 1)"
4205,"('호전', 1)"
4206,"('사문', 1)"
4207,"('용국', 1)"
4208,"('안전모', 1)"
4209,"('홍천', 1)"
4210,"('소방대', 1)"
4211,"('요기', 1)"
4212,"('자치', 1)"
4213,"('분권', 1)"
4214,"('덴마크', 1)"
4215,"('자동화', 1)"
4216,"('겸업', 1)"
4217,"('소문', 1)"
4218,"('디스크', 1)"
