,경제단어
5229,"('입장료', 1)"
5230,"('체면', 1)"
5231,"('난닝구', 1)"
5232,"('와이브로', 1)"
5233,"('에티오피아', 1)"
5234,"('권태신', 1)"
5235,"('마르퀴스', 1)"
5236,"('등재', 1)"
5237,"('세트', 1)"
5238,"('박능후', 1)"
5239,"('끈끈', 1)"
5240,"('삼각', 1)"
5241,"('큘', 1)"
5242,"('정몽규', 1)"
5243,"('갈증', 1)"
5244,"('언시', 1)"
5245,"('클래스', 1)"
5246,"('여름캠프', 1)"
5247,"('분포', 1)"
5248,"('담뱃갑', 1)"
5249,"('그림', 1)"
5250,"('어', 1)"
5251,"('두운', 1)"
5252,"('유승민', 1)"
5253,"('주한', 1)"
5254,"('최정', 1)"
5255,"('우호', 1)"
5256,"('견줘', 1)"
5257,"('전기밥솥', 1)"
5258,"('바퀴', 1)"
5259,"('중량', 1)"
5260,"('탕감', 1)"
5261,"('산후조리', 1)"
5262,"('경제성', 1)"
5263,"('막내', 1)"
5264,"('보물', 1)"
5265,"('이찬진', 1)"
5266,"('정의당', 1)"
5267,"('입당', 1)"
5268,"('고전', 1)"
5269,"('선방', 1)"
5270,"('이의제기', 1)"
5271,"('지형', 1)"
5272,"('혹', 1)"
5273,"('엄단', 1)"
5274,"('견줄', 1)"
5275,"('패', 1)"
5276,"('좌우', 1)"
5277,"('전날', 1)"
5278,"('하얏트', 1)"
5279,"('플라스틱', 1)"
5280,"('막대', 1)"
5281,"('과감', 1)"
5282,"('유실', 1)"
5283,"('재무성', 1)"
5284,"('숙소', 1)"
5285,"('해운대', 1)"
5286,"('스파', 1)"
5287,"('계류', 1)"
5288,"('보더', 1)"
5289,"('감히', 1)"
5290,"('워킹', 1)"
5291,"('최창학', 1)"
5292,"('과욕', 1)"
5293,"('혼술', 1)"
5294,"('쪽방', 1)"
5295,"('비닐하우스', 1)"
5296,"('엄벌', 1)"
5297,"('불복종', 1)"
5298,"('구속영장', 1)"
5299,"('파고', 1)"
5300,"('공청회', 1)"
5301,"('아스팔트', 1)"
5302,"('수기', 1)"
5303,"('발자국', 1)"
5304,"('졸업장', 1)"
5305,"('이동전화', 1)"
5306,"('웬수', 1)"
5307,"('노래', 1)"
5308,"('고립', 1)"
5309,"('즐거움', 1)"
5310,"('방패', 1)"
5311,"('불복', 1)"
5312,"('재심', 1)"
5313,"('저장', 1)"
5314,"('통째', 1)"
5315,"('백혈병', 1)"
5316,"('중재', 1)"
5317,"('우표', 1)"
5318,"('김정은', 1)"
5319,"('객실', 1)"
5320,"('수자', 1)"
5321,"('조력자', 1)"
5322,"('서울시장', 1)"
5323,"('숙제', 1)"
5324,"('아이언맨', 1)"
5325,"('자격증', 1)"
5326,"('구급차', 1)"
5327,"('작전', 1)"
5328,"('귀', 1)"
5329,"('과속', 1)"
5330,"('비상등', 1)"
5331,"('승범', 1)"
5332,"('생중계', 1)"
5333,"('클래식', 1)"
5334,"('녹색', 1)"
5335,"('태양', 1)"
5336,"('우정', 1)"
5337,"('화석연료', 1)"
5338,"('사마', 1)"
5339,"('동물', 1)"
5340,"('강아지', 1)"
5341,"('이병천', 1)"
5342,"('회귀', 1)"
5343,"('궤변', 1)"
5344,"('수술대', 1)"
5345,"('다주', 1)"
5346,"('공리', 1)"
5347,"('모델링', 1)"
5348,"('유튜버', 1)"
5349,"('고학력자', 1)"
5350,"('비정', 1)"
5351,"('주로', 1)"
5352,"('공존', 1)"
5353,"('포석', 1)"
5354,"('발달', 1)"
5355,"('설계자', 1)"
5356,"('양적', 1)"
5357,"('정지원', 1)"
5358,"('경우', 1)"
5359,"('상폐', 1)"
5360,"('스트라이크', 1)"
5361,"('회삿돈', 1)"
5362,"('황주', 1)"
5363,"('자릿수', 1)"
5364,"('사중', 1)"
5365,"('대중화', 1)"
5366,"('놈', 1)"
5367,"('현상금', 1)"
5368,"('수배', 1)"
5369,"('시간외근무', 1)"
5370,"('슬립', 1)"
5371,"('숙면', 1)"
5372,"('리미', 1)"
5373,"('반격', 1)"
5374,"('부엌', 1)"
5375,"('환상', 1)"
5376,"('과로자살', 1)"
5377,"('언니', 1)"
5378,"('부분', 1)"
5379,"('배꼽', 1)"
5380,"('나머지', 1)"
5381,"('고등', 1)"
5382,"('추진제', 1)"
5383,"('국제무역', 1)"
5384,"('간섭', 1)"
5385,"('박종화', 1)"
5386,"('내부통제', 1)"
5387,"('우량', 1)"
5388,"('김용근', 1)"
5389,"('다행', 1)"
5390,"('장부', 1)"
5391,"('착각', 1)"
5392,"('목청', 1)"
5393,"('하겐다즈', 1)"
5394,"('애벌레', 1)"
5395,"('직진', 1)"
5396,"('차선', 1)"
5397,"('좌회전', 1)"
5398,"('쌍방', 1)"
5399,"('불구', 1)"
5400,"('도둑', 1)"
5401,"('게장', 1)"
5402,"('젓갈', 1)"
5403,"('노로바이러스', 1)"
5404,"('금품', 1)"
5405,"('철퇴', 1)"
5406,"('해수욕장', 1)"
5407,"('물냉면', 1)"
5408,"('캔들', 1)"
5409,"('고정연', 1)"
5410,"('장수', 1)"
5411,"('유찰', 1)"
5412,"('키코', 1)"
5413,"('힐', 1)"
5414,"('슈퍼마리오', 1)"
5415,"('유민상', 1)"
5416,"('점심때', 1)"
5417,"('퀴즈', 1)"
5418,"('잼심', 1)"
5419,"('미약', 1)"
5420,"('인색', 1)"
5421,"('바이두', 1)"
5422,"('건강검진', 1)"
5423,"('초이스', 1)"
5424,"('만점', 1)"
5425,"('라야', 1)"
5426,"('넥스트', 1)"
5427,"('잠룡', 1)"
5428,"('무리수', 1)"
5429,"('침울', 1)"
5430,"('아웃도어', 1)"
5431,"('외도', 1)"
5432,"('정기권', 1)"
5433,"('재팬', 1)"
5434,"('업설', 1)"
5435,"('매설', 1)"
5436,"('지뢰', 1)"
5437,"('전차', 1)"
5438,"('섬광', 1)"
5439,"('불변', 1)"
5440,"('원리', 1)"
5441,"('코끼리', 1)"
5442,"('정의', 1)"
5443,"('경품', 1)"
5444,"('지적', 1)"
5445,"('계산', 1)"
5446,"('의자', 1)"
5447,"('스팸', 1)"
5448,"('함유', 1)"
5449,"('고혈압약', 1)"
5450,"('손등', 1)"
5451,"('뽀뽀', 1)"
5452,"('점화', 1)"
5453,"('형평성', 1)"
5454,"('안보', 1)"
5455,"('유산', 1)"
5456,"('작품', 1)"
5457,"('시기상조', 1)"
5458,"('부로', 1)"
5459,"('지레', 1)"
5460,"('고추장', 1)"
5461,"('질책', 1)"
5462,"('교', 1)"
5463,"('거절', 1)"
5464,"('진영', 1)"
5465,"('직성', 1)"
5466,"('연오랑', 1)"
5467,"('세오녀', 1)"
5468,"('구미', 1)"
5469,"('자석', 1)"
5470,"('만찬', 1)"
5471,"('메', 1)"
5472,"('경상', 1)"
5473,"('팔짱', 1)"
5474,"('회사법', 1)"
5475,"('취소소송', 1)"
5476,"('매일경제', 1)"
5477,"('롤러코스터', 1)"
5478,"('무성', 1)"
5479,"('메가스터디', 1)"
5480,"('청사', 1)"
5481,"('캐비닛', 1)"
5482,"('일로', 1)"
5483,"('별로', 1)"
5484,"('밤새', 1)"
5485,"('수업', 1)"
5486,"('코스', 1)"
5487,"('누비', 1)"
5488,"('절전', 1)"
5489,"('공범', 1)"
5490,"('불로소득', 1)"
5491,"('시늉', 1)"
5492,"('유연탄', 1)"
5493,"('홍콩', 1)"
5494,"('뭉개기', 1)"
5495,"('절박', 1)"
5496,"('동거', 1)"
5497,"('팔레스타인', 1)"
5498,"('원용', 1)"
5499,"('차보', 1)"
5500,"('발령', 1)"
5501,"('칩셋', 1)"
5502,"('공직', 1)"
5503,"('이해충돌', 1)"
5504,"('향기', 1)"
5505,"('풍기', 1)"
5506,"('리조트', 1)"
5507,"('웃픈', 1)"
5508,"('지체', 1)"
5509,"('고용노동부', 1)"
5510,"('저녁', 1)"
5511,"('총회', 1)"
5512,"('소자본', 1)"
5513,"('수렁', 1)"
5514,"('양해각서', 1)"
5515,"('지선', 1)"
5516,"('샘', 1)"
5517,"('캐쉬백', 1)"
5518,"('로열', 1)"
5519,"('장성', 1)"
5520,"('현황', 1)"
5521,"('용어', 1)"
5522,"('컨테이너', 1)"
5523,"('사업수익', 1)"
5524,"('거액', 1)"
5525,"('왕국', 1)"
5526,"('증언', 1)"
5527,"('모유', 1)"
5528,"('려고', 1)"
5529,"('선배', 1)"
5530,"('생생', 1)"
5531,"('친위부', 1)"
5532,"('좇다', 1)"
5533,"('와르르', 1)"
5534,"('번의', 1)"
5535,"('외국산', 1)"
5536,"('옷가지', 1)"
5537,"('최고점', 1)"
5538,"('사적', 1)"
5539,"('해링턴', 1)"
5540,"('한스', 1)"
5541,"('비뉴', 1)"
5542,"('대기', 1)"
5543,"('장녀', 1)"
5544,"('경후', 1)"
5545,"('과부', 1)"
5546,"('진퇴양난', 1)"
5547,"('호혜', 1)"
5548,"('망사', 1)"
5549,"('아청법', 1)"
5550,"('합헌', 1)"
5551,"('다단계', 1)"
5552,"('폐기물', 1)"
5553,"('행방불명', 1)"
5554,"('금융자본', 1)"
5555,"('엔터', 1)"
5556,"('알뜰', 1)"
5557,"('특허분쟁', 1)"
5558,"('다툼', 1)"
5559,"('패자', 1)"
5560,"('감사원', 1)"
5561,"('대담', 1)"
5562,"('동사', 1)"
5563,"('오비맥주', 1)"
5564,"('희망고문', 1)"
5565,"('허민', 1)"
5566,"('오리온', 1)"
5567,"('담철곤', 1)"
5568,"('참석', 1)"
5569,"('전진', 1)"
5570,"('최우수', 1)"
5571,"('연관검색어', 1)"
5572,"('맥쿼리인프라', 1)"
5573,"('볼보', 1)"
5574,"('콤팩트', 1)"
5575,"('김정하', 1)"
5576,"('티라유텍', 1)"
5577,"('소량', 1)"
5578,"('실랑이', 1)"
5579,"('급행열차', 1)"
5580,"('약진', 1)"
5581,"('상하이', 1)"
5582,"('이상훈', 1)"
5583,"('가격파괴', 1)"
5584,"('불통', 1)"
5585,"('본권', 1)"
5586,"('통신망', 1)"
5587,"('신발', 1)"
5588,"('끈', 1)"
5589,"('빗', 1)"
5590,"('톡방', 1)"
5591,"('회원정보', 1)"
5592,"('방탄', 1)"
5593,"('소년단', 1)"
5594,"('싱글', 1)"
5595,"('물밑', 1)"
5596,"('노예', 1)"
5597,"('소녀', 1)"
5598,"('학계', 1)"
5599,"('사색', 1)"
5600,"('아침', 1)"
5601,"('단협', 1)"
5602,"('역사상', 1)"
5603,"('구가', 1)"
5604,"('안대', 1)"
5605,"('누더기', 1)"
5606,"('극적', 1)"
5607,"('싹', 1)"
5608,"('김영상', 1)"
5609,"('김진일', 1)"
5610,"('미라', 1)"
5611,"('주먹구구', 1)"
5612,"('무디스', 1)"
5613,"('청렴', 1)"
5614,"('인스타그램', 1)"
5615,"('촌', 1)"
5616,"('앤파', 1)"
5617,"('밀리', 1)"
5618,"('아우디', 1)"
5619,"('내야', 1)"
5620,"('외연', 1)"
5621,"('새터민', 1)"
5622,"('주역', 1)"
5623,"('김지영', 1)"
5624,"('리베이트', 1)"
5625,"('곤란', 1)"
5626,"('의전', 1)"
5627,"('당한', 1)"
5628,"('도난', 1)"
5629,"('재정학', 1)"
5630,"('대보', 1)"
5631,"('취했', 1)"
5632,"('굼떠', 1)"
5633,"('플래닛', 1)"
5634,"('번가', 1)"
5635,"('원형', 1)"
5636,"('재액', 1)"
5637,"('웃음', 1)"
5638,"('네나', 1)"
5639,"('랏빚', 1)"
5640,"('강박증', 1)"
5641,"('구두쇠', 1)"
5642,"('도생', 1)"
5643,"('인생', 1)"
5644,"('손길', 1)"
5645,"('실업', 1)"
5646,"('부조', 1)"
5647,"('탁', 1)"
5648,"('선두', 1)"
5649,"('혜주', 1)"
5650,"('쿠페', 1)"
5651,"('한라', 1)"
5652,"('비발디', 1)"
5653,"('뽀로로', 1)"
5654,"('금광', 1)"
5655,"('못번', 1)"
5656,"('플래그', 1)"
5657,"('인터파크', 1)"
5658,"('노다지', 1)"
5659,"('도성', 1)"
5660,"('전액', 1)"
5661,"('갈팡질팡', 1)"
5662,"('신의', 1)"
5663,"('프로세스', 1)"
5664,"('내부고발자', 1)"
5665,"('잡지', 1)"
5666,"('무리', 1)"
5667,"('돌려막기', 1)"
5668,"('골', 1)"
5669,"('방서', 1)"
5670,"('도시락', 1)"
5671,"('당산동', 1)"
5672,"('소규모', 1)"
5673,"('첫걸음', 1)"
5674,"('군포', 1)"
5675,"('당정동', 1)"
5676,"('평리동', 1)"
5677,"('특화', 1)"
5678,"('혜화역', 1)"
5679,"('스페인', 1)"
5680,"('유미', 1)"
5681,"('엄정', 1)"
5682,"('사미', 1)"
5683,"('듯증', 1)"
5684,"('호경기', 1)"
5685,"('불경기', 1)"
5686,"('짬뽕', 1)"
5687,"('불낙', 1)"
5688,"('명란', 1)"
5689,"('만두', 1)"
5690,"('몸통', 1)"
5691,"('흔드', 1)"
5692,"('개보', 1)"
5693,"('고기', 1)"
5694,"('사무국', 1)"
5695,"('조폐공사', 1)"
5696,"('지역화폐', 1)"
5697,"('열전', 1)"
5698,"('도감', 1)"
5699,"('직급', 1)"
5700,"('살로', 1)"
5701,"('이유정', 1)"
5702,"('성립', 1)"
5703,"('진퇴', 1)"
5704,"('교육감', 1)"
5705,"('원단', 1)"
5706,"('닭고기', 1)"
5707,"('마니커', 1)"
5708,"('현송월', 1)"
5709,"('발렌타인', 1)"
5710,"('한정판', 1)"
5711,"('양주', 1)"
5712,"('메달', 1)"
5713,"('수혜', 1)"
5714,"('흡연', 1)"
5715,"('거래처', 1)"
5716,"('회식', 1)"
5717,"('보존', 1)"
5718,"('교실', 1)"
5719,"('빅브러더', 1)"
5720,"('분수령', 1)"
5721,"('지구촌', 1)"
5722,"('슨', 1)"
5723,"('다이슨', 1)"
5724,"('코팅', 1)"
5725,"('임시회', 1)"
5726,"('천송이', 1)"
5727,"('코트', 1)"
5728,"('결말', 1)"
5729,"('부전자전', 1)"
5730,"('가락시장', 1)"
5731,"('위탁', 1)"
5732,"('손가락', 1)"
5733,"('정맥', 1)"
5734,"('꽉', 1)"
5735,"('판단고', 1)"
5736,"('삼송역', 1)"
5737,"('삼송', 1)"
5738,"('박영석', 1)"
5739,"('서강대', 1)"
5740,"('납득', 1)"
5741,"('나스닥', 1)"
5742,"('저널리스트', 1)"
5743,"('완만', 1)"
5744,"('캠핑', 1)"
5745,"('중고생', 1)"
5746,"('공신', 1)"
5747,"('북중', 1)"
5748,"('인민', 1)"
5749,"('어벤져스', 1)"
5750,"('인피니티', 1)"
5751,"('오역', 1)"
5752,"('방정식', 1)"
5753,"('혼자', 1)"
5754,"('리서치', 1)"
5755,"('심해', 1)"
5756,"('김용범', 1)"
5757,"('달랑', 1)"
5758,"('로보텔러', 1)"
5759,"('뒤통수', 1)"
5760,"('고무줄', 1)"
5761,"('인제', 1)"
5762,"('손호', 1)"
5763,"('진씨', 1)"
5764,"('대도', 1)"
5765,"('정답', 1)"
5766,"('수공', 1)"
5767,"('반응속도', 1)"
5768,"('국외여행', 1)"
5769,"('가품', 1)"
5770,"('장학생', 1)"
5771,"('예능', 1)"
5772,"('원작', 1)"
5773,"('리메이크', 1)"
5774,"('우드', 1)"
5775,"('펀딩', 1)"
5776,"('보건', 1)"
5777,"('오픈소스', 1)"
5778,"('깃허브', 1)"
5779,"('닛산', 1)"
5780,"('디젤엔진', 1)"
5781,"('미결', 1)"
5782,"('득', 1)"
5783,"('연신내역', 1)"
5784,"('마이크론', 1)"
5785,"('열량', 1)"
5786,"('선분', 1)"
5787,"('대만', 1)"
5788,"('전동차', 1)"
5789,"('임금노동', 1)"
5790,"('쌍둥이', 1)"
5791,"('재량', 1)"
5792,"('멍', 1)"
5793,"('디폴트', 1)"
5794,"('국책', 1)"
5795,"('연구기관', 1)"
5796,"('무임', 1)"
5797,"('코앞', 1)"
5798,"('가가', 1)"
5799,"('시상식', 1)"
5800,"('음이온', 1)"
5801,"('게르마늄', 1)"
5802,"('몸', 1)"
5803,"('유행', 1)"
5804,"('쟁점별', 1)"
5805,"('어문', 1)"
5806,"('최경환', 1)"
5807,"('선처', 1)"
5808,"('탄원서', 1)"
5809,"('헛말', 1)"
5810,"('달도', 1)"
5811,"('아파트투유', 1)"
5812,"('광명역', 1)"
5813,"('탑승수속', 1)"
5814,"('하남시', 1)"
5815,"('면직', 1)"
5816,"('안고', 1)"
5817,"('이별', 1)"
5818,"('함안', 1)"
5819,"('애', 1)"
5820,"('제조', 1)"
5821,"('상주', 1)"
5822,"('윤', 1)"
5823,"('대희', 1)"
5824,"('국무조정실장', 1)"
5825,"('정보망', 1)"
5826,"('연차', 1)"
5827,"('자원부', 1)"
5828,"('술자리', 1)"
5829,"('무얼', 1)"
5830,"('교량', 1)"
5831,"('황실', 1)"
5832,"('블렌딩', 1)"
5833,"('소믈리에', 1)"
5834,"('인타임', 1)"
5835,"('뻥', 1)"
5836,"('현모', 1)"
5837,"('김정주', 1)"
5838,"('실버', 1)"
5839,"('버드와이저', 1)"
5840,"('빙', 1)"
5841,"('소프트아이스크림', 1)"
5842,"('치즈', 1)"
5843,"('큐빅', 1)"
5844,"('신라면블랙', 1)"
5845,"('휘', 1)"
5846,"('미실', 1)"
5847,"('이중과세', 1)"
5848,"('유모차', 1)"
5849,"('이재황', 1)"
5850,"('포돌이', 1)"
5851,"('안심', 1)"
5852,"('목욕탕', 1)"
5853,"('여관', 1)"
5854,"('미용실', 1)"
5855,"('밥솥', 1)"
5856,"('장해', 1)"
5857,"('전세버스', 1)"
5858,"('임차', 1)"
5859,"('봉천동', 1)"
5860,"('화재현장', 1)"
5861,"('무협', 1)"
5862,"('코트라', 1)"
5863,"('빈트', 1)"
5864,"('서프', 1)"
5865,"('전길남', 1)"
5866,"('가빠', 1)"
5867,"('최하', 1)"
5868,"('어원', 1)"
5869,"('해태제과', 1)"
5870,"('수박', 1)"
5871,"('예대율', 1)"
5872,"('형주', 1)"
5873,"('리포트', 1)"
5874,"('담뱃세', 1)"
5875,"('서초구', 1)"
5876,"('남미', 1)"
5877,"('착', 1)"
5878,"('수미', 1)"
5879,"('면목동', 1)"
5880,"('예', 1)"
5881,"('열기', 1)"
5882,"('그대', 1)"
5883,"('오라', 1)"
5884,"('당혹', 1)"
5885,"('내외', 1)"
5886,"('자미', 1)"
5887,"('은둔', 1)"
5888,"('이케아', 1)"
5889,"('슬라', 1)"
5890,"('괌', 1)"
5891,"('헬로모바일', 1)"
5892,"('관측', 1)"
5893,"('케', 1)"
5894,"('쿠팡', 1)"
5895,"('셀프', 1)"
5896,"('화질', 1)"
5897,"('크리', 1)"
5898,"('에이트', 1)"
5899,"('안전띠', 1)"
5900,"('회용', 1)"
5901,"('머그컵', 1)"
5902,"('쏜다', 1)"
5903,"('재산권', 1)"
5904,"('정직', 1)"
5905,"('감봉', 1)"
5906,"('산입', 1)"
5907,"('신축', 1)"
5908,"('정세', 1)"
5909,"('출력', 1)"
5910,"('착취', 1)"
5911,"('꽤', 1)"
5912,"('성남시', 1)"
5913,"('소외', 1)"
5914,"('선제', 1)"
5915,"('로비', 1)"
5916,"('승소', 1)"
5917,"('포레', 1)"
5918,"('로얄', 1)"
5919,"('법도', 1)"
5920,"('한몫', 1)"
5921,"('군복무', 1)"
5922,"('조류독감', 1)"
5923,"('박명수', 1)"
5924,"('화장', 1)"
5925,"('수목장', 1)"
5926,"('대한제국', 1)"
5927,"('외상매출금', 1)"
5928,"('밀착', 1)"
5929,"('왕자', 1)"
5930,"('향수', 1)"
5931,"('진일', 1)"
5932,"('크라운', 1)"
5933,"('음주', 1)"
5934,"('뺑소니', 1)"
5935,"('위배', 1)"
5936,"('장례식', 1)"
5937,"('스타렉스', 1)"
5938,"('리무진', 1)"
5939,"('보지', 1)"
5940,"('구심', 1)"
5941,"('일원', 1)"
5942,"('하천', 1)"
5943,"('미계', 1)"
5944,"('차라리', 1)"
5945,"('숙환', 1)"
5946,"('별세', 1)"
5947,"('향년', 1)"
5948,"('팝', 1)"
5949,"('월권', 1)"
5950,"('조씨', 1)"
5951,"('무자격', 1)"
5952,"('여건', 1)"
5953,"('독려', 1)"
5954,"('메탈', 1)"
5955,"('어워드', 1)"
5956,"('방글라데시', 1)"
5957,"('전기기관차', 1)"
5958,"('식구', 1)"
5959,"('반도', 1)"
5960,"('아이비', 1)"
5961,"('앗', 1)"
5962,"('발가락', 1)"
5963,"('족욕', 1)"
5964,"('철벽', 1)"
5965,"('분노', 1)"
5966,"('장자', 1)"
5967,"('트러스', 1)"
5968,"('자산운용', 1)"
5969,"('종잣돈', 1)"
5970,"('삶터', 1)"
5971,"('양념치킨', 1)"
5972,"('젊은것', 1)"
5973,"('그리기', 1)"
5974,"('삼자', 1)"
5975,"('겹친', 1)"
5976,"('유공', 1)"
5977,"('조류', 1)"
5978,"('마안', 1)"
5979,"('외항선', 1)"
5980,"('제명', 1)"
5981,"('탈퇴', 1)"
5982,"('모양', 1)"
5983,"('리스', 1)"
5984,"('쿼리', 1)"
5985,"('고착', 1)"
5986,"('나눔', 1)"
5987,"('대열', 1)"
5988,"('대학가', 1)"
5989,"('요람', 1)"
5990,"('창의력', 1)"
5991,"('코리보', 1)"
5992,"('선행', 1)"
5993,"('포위', 1)"
5994,"('이랜드', 1)"
5995,"('세관', 1)"
5996,"('버건디', 1)"
5997,"('선라이즈', 1)"
5998,"('골드', 1)"
5999,"('색깔', 1)"
6000,"('출퇴근시간', 1)"
6001,"('반포', 1)"
6002,"('인연', 1)"
6003,"('미생', 1)"
6004,"('윤태호', 1)"
6005,"('스펙', 1)"
6006,"('멘토', 1)"
6007,"('오락가락', 1)"
6008,"('피폭', 1)"
6009,"('선량', 1)"
6010,"('감일', 1)"
6011,"('지재권', 1)"
6012,"('암참', 1)"
6013,"('선결', 1)"
6014,"('마운틴듀', 1)"
6015,"('용기', 1)"
6016,"('페트', 1)"
6017,"('루세', 1)"
6018,"('추돌', 1)"
6019,"('바보', 1)"
6020,"('김학수', 1)"
6021,"('제척', 1)"
6022,"('중립성', 1)"
6023,"('특화된', 1)"
6024,"('프레', 1)"
6025,"('수은', 1)"
6026,"('수혈', 1)"
6027,"('모기지', 1)"
6028,"('스티', 1)"
6029,"('리츠', 1)"
6030,"('시장경제', 1)"
6031,"('규칙', 1)"
6032,"('정례', 1)"
6033,"('오르다', 1)"
6034,"('맨', 1)"
6035,"('퇴장', 1)"
6036,"('소등', 1)"
6037,"('스탠드', 1)"
6038,"('겉', 1)"
6039,"('치레', 1)"
6040,"('졸업식', 1)"
6041,"('쾅', 1)"
6042,"('전관', 1)"
6043,"('상암', 1)"
6044,"('필기', 1)"
6045,"('흑백', 1)"
6046,"('갑지', 1)"
6047,"('용법', 1)"
6048,"('흉내', 1)"
6049,"('딸아이', 1)"
6050,"('엄', 1)"
6051,"('구형', 1)"
6052,"('재고', 1)"
6053,"('떨이', 1)"
6054,"('르완다', 1)"
6055,"('창재', 1)"
6056,"('경청', 1)"
6057,"('적중', 1)"
6058,"('컴퓨팅', 1)"
6059,"('자격시험', 1)"
6060,"('재산세', 1)"
6061,"('부쩍', 1)"
6062,"('차종', 1)"
6063,"('은탑', 1)"
6064,"('너트', 1)"
6065,"('말문', 1)"
6066,"('김앤장', 1)"
6067,"('학자', 1)"
6068,"('총동원', 1)"
6069,"('당분간', 1)"
6070,"('후판', 1)"
6071,"('하리', 1)"
6072,"('관장', 1)"
6073,"('김재열', 1)"
6074,"('원유', 1)"
6075,"('심포지엄', 1)"
6076,"('싱크탱크', 1)"
6077,"('비주', 1)"
6078,"('통로', 1)"
6079,"('외환거래', 1)"
6080,"('영화에서처럼', 1)"
6081,"('인형', 1)"
6082,"('소매', 1)"
6083,"('절세', 1)"
6084,"('거품', 1)"
6085,"('이해관계자', 1)"
6086,"('입처', 1)"
6087,"('판도', 1)"
6088,"('인플레이션', 1)"
6089,"('유언', 1)"
6090,"('휘둘린', 1)"
6091,"('일침', 1)"
6092,"('스포츠카', 1)"
6093,"('몰던', 1)"
6094,"('스피드', 1)"
6095,"('웨이', 1)"
6096,"('손정', 1)"
6097,"('소프트뱅크', 1)"
6098,"('이수', 1)"
6099,"('순풍', 1)"
6100,"('락', 1)"
6101,"('껏', 1)"
6102,"('브레이크', 1)"
6103,"('개과천선', 1)"
6104,"('황금', 1)"
6105,"('똥', 1)"
6106,"('피아', 1)"
6107,"('자존심', 1)"
6108,"('홍대', 1)"
6109,"('누드모델', 1)"
6110,"('도촬', 1)"
6111,"('어뷰징', 1)"
6112,"('두발', 1)"
6113,"('수해', 1)"
6114,"('감자칩', 1)"
6115,"('핀란드', 1)"
6116,"('도웁시', 1)"
6117,"('생보', 1)"
6118,"('파전', 1)"
6119,"('승자', 1)"
6120,"('블로거', 1)"
6121,"('한일', 1)"
6122,"('국제사회', 1)"
6123,"('삼전', 1)"
6124,"('늑대', 1)"
6125,"('호랑이', 1)"
6126,"('에너지부', 1)"
6127,"('리더', 1)"
6128,"('스키니진', 1)"
6129,"('어린이날', 1)"
6130,"('프로스펙스', 1)"
6131,"('환경호르몬', 1)"
6132,"('중반', 1)"
6133,"('사망원인', 1)"
6134,"('질식사', 1)"
6135,"('콜라', 1)"
6136,"('당분', 1)"
6137,"('칼퇴', 1)"
6138,"('입사시험', 1)"
6139,"('자매', 1)"
6140,"('금강산', 1)"
6141,"('흥남', 1)"
6142,"('혜산', 1)"
6143,"('특징', 1)"
6144,"('구례', 1)"
6145,"('클리블랜드', 1)"
6146,"('지역재생', 1)"
6147,"('난폭운전', 1)"
6148,"('독소', 1)"
6149,"('들통', 1)"
6150,"('모건', 1)"
6151,"('별장', 1)"
6152,"('호박', 1)"
6153,"('수표', 1)"
6154,"('화중', 1)"
6155,"('엑센트', 1)"
6156,"('고액', 1)"
6157,"('우체국택배', 1)"
6158,"('즉석', 1)"
6159,"('경의', 1)"
6160,"('사교', 1)"
6161,"('모임', 1)"
6162,"('신의주', 1)"
6163,"('파리', 1)"
6164,"('섬나라', 1)"
6165,"('배틀', 1)"
6166,"('개발자', 1)"
6167,"('하후상', 1)"
6168,"('꽃샘추위', 1)"
6169,"('국회의원', 1)"
6170,"('겨', 1)"
6171,"('슬그머니', 1)"
6172,"('확행', 1)"
6173,"('마시멜로', 1)"
6174,"('평소', 1)"
6175,"('악플', 1)"
6176,"('이해해', 1)"
6177,"('혈맥', 1)"
6178,"('경제권', 1)"
6179,"('원룸', 1)"
6180,"('신동주', 1)"
6181,"('우선주', 1)"
6182,"('지평', 1)"
6183,"('흐지부지', 1)"
6184,"('협만', 1)"
6185,"('제대로', 1)"
6186,"('전개', 1)"
6187,"('되레', 1)"
6188,"('탈곡기', 1)"
6189,"('참석자', 1)"
6190,"('연회', 1)"
6191,"('감동', 1)"
6192,"('머', 1)"
6193,"('소각', 1)"
6194,"('축포', 1)"
6195,"('순간', 1)"
6196,"('만년필', 1)"
6197,"('화북', 1)"
6198,"('화력발전소', 1)"
6199,"('토론회', 1)"
6200,"('다해', 1)"
6201,"('장위동', 1)"
6202,"('셰어', 1)"
6203,"('모닝', 1)"
6204,"('승용차', 1)"
6205,"('갱신', 1)"
6206,"('청구도', 1)"
6207,"('기사당', 1)"
6208,"('제책', 1)"
6209,"('질타', 1)"
6210,"('비서실', 1)"
6211,"('중앙', 1)"
6212,"('선관위', 1)"
6213,"('베이징', 1)"
6214,"('메이커', 1)"
6215,"('맥심', 1)"
6216,"('이태원', 1)"
6217,"('정민아', 1)"
6218,"('컨퍼런스', 1)"
6219,"('연사', 1)"
6220,"('주저', 1)"
6221,"('천명', 1)"
6222,"('가두리', 1)"
6223,"('수난', 1)"
6224,"('대물', 1)"
6225,"('유닉스', 1)"
6226,"('토털', 1)"
6227,"('뷰티', 1)"
6228,"('소급', 1)"
6229,"('도로공사', 1)"
6230,"('특수법인', 1)"
6231,"('지사', 1)"
6232,"('아일랜드', 1)"
