,Title,Date,count
440,최저임금 그만 올려라... 차등지급 때려치고 그만 올려라... 쉬운일만 하고 힘든일 안할라고 한다,18.11.07,21명
441,"1%와 99%간 대립과 갈등이 아닌 100% 국민행복시대를 창조하는 방법은 과연 없는가? 인류기아 제로 프로젝트 착수로 7년내 전 국민 실업문제,복지문제 완전 해결​ 방안",18.11.07,2명
442,"답이없는  정권,  이대로  가다간  결국   망합니다.  ""탄핵""이   답입니다",18.11.07,45명
443,근로기준법 재개정 전에 입사자들을 도와주세요,18.11.07,5명
444,실업급여 기간 단축 강력 요청,18.11.07,0명
445,일용근로자 계약해지,18.11.07,3명
446,SM / JYP   에서   대기업이  제작권료을  안주고 버티고 있습니다 해결점 부탁합니다,18.11.07,2명
447,국민청원게시판만 만들고 제대로 국민과소통합니까,18.11.07,19명
448,한국도로공사  유지관리 용역을 없애 주세요,18.11.07,991명
449,청년 수당 폐지,18.11.07,18명
450,"마구잡이로  외국인을  불러들였으면,  마구잡이로  불체자들을   잡아들여야    할것아냐   이   정신나간   정부야!",18.11.07,19명
451,정부가 기업을 만들어 봐라,18.11.07,3명
452,"대학, 실업계고 뿌리는 돈 줄여 정부가 공기업 만들어야",18.11.07,1명
453,휴대폰 바꿀때 요금 부과세 적게 받게 해주세요   갑질일 수 있으니 잡아주세요,18.11.07,5명
454,용호동 LG아파트 경비원 실직 막아주세요~,18.11.07,8명
455,임시직을 정규직으로,18.11.07,5명
456,■중국산싸구려 서버사용 국책연구기관 대기업 위험 스파이칩우려 심각,18.11.07,5명
457,"특업업종 폐지, 인력 충원 지원은 부족! 근로기준법을 준수하면서 거주서비스 제공하고 싶습니다.",18.11.07,"7,326명"
458,국정원은 깡패인가공무원인가,18.11.07,1명
459,집값 물가 부동산 투기꾼들 잡는다더니  사람 잡는 문 정부 정책 만날 바꾸내  이러다 국민들 죽이겠습니다,18.11.07,16명
460,코스트코 일?갔다가 40대 나이는 죽어야됩니까,18.11.07,67명
461,국가보훈처,18.11.07,2명
462,공공근로사업 및 지역공동체 일자리사업 등 일자리 복수신청,18.11.06,1명
463,"정부는   나라다운   나라,   국민이   행복한   일본을   본받아서   외국인   정책을  시행하라.",18.11.06,18명
464,세상에서 가장 못나고 찌찌한 가장은...,18.11.06,9명
465,불체자 천국. 11월부터 단속한다니 제대로 부탁합니다.,18.11.06,20명
466,시흥시 중국동 정왕? 중국인 조선족 불체자 천국..,18.11.06,26명
467,택시기사 아빠의 16살 딸 입니다.,18.11.06,44명
468,장애인 고용,18.11.06,3명
469,정부는   일본과  비교하여   인구대비   수십배에   달하는   불법체류자    문제에    대해   답변하라!,18.11.06,22명
470,심통 부리는 외국 고액급료자,18.11.06,4명
471,전기 근로자의 시선을 되돌아봐 주세요.너무하십니다.,18.11.06,4명
472,난민 불법체류자 추방해 주세요,18.11.06,34명
473,"고용,산재보험에 대하여",18.11.06,5명
474,택시휴무제 풀면된다.,18.11.06,6명
475,일자리를 빼앗지 말아 주세요,18.11.06,6명
476,창업한지 2달된 예미 엄마 입니다,18.11.06,4명
